issueCount,codingDeliverablesHoursTotal,teamDistribution,standardDeviationCodingDeliverablesHoursTotalByWeek,standardDeviationNonCodingDeliverablesHoursTotalByWeek,averageInPersonMeetingHoursAverageByWeek,helpHoursTotal,nonCodingDeliverablesHoursStandardDeviation,commitMessageLengthStandardDeviation,nonCodingDeliverablesHoursTotal,averageNonCodingDeliverablesHoursAverageByStudent,teamMemberResponseCount,lateIssueCount,averageUniqueCommitMessagePercentByWeek,standardDeviationInPersonMeetingHoursTotalByWeek,standardDeviationInPersonMeetingHoursAverageByWeek,commitCount,standardDeviationCommitCountByWeek,standardDeviationMeetingHoursAverageByWeek,standardDeviationNonCodingDeliverablesHoursTotalByStudent,averageCommitCountByStudent,standardDeviationHelpHoursAverageByStudent,standardDeviationCodingDeliverablesHoursAverageByWeek,standardDeviationCommitMessageLengthTotalByWeek,standardDeviationInPersonMeetingHoursAverageByStudent,standardDeviationNonCodingDeliverablesHoursAverageByStudent,teamMemberCount,averageInPersonMeetingHoursTotalByStudent,standardDeviationCodingDeliverablesHoursAverageByStudent,inPersonMeetingHoursStandardDeviation,averageMeetingHoursTotalByStudent,standardDeviationUniqueCommitMessagePercentByWeek,standardDeviationResponsesByWeek,averageHelpHoursTotalByStudent,inPersonMeetingHoursAverage,averageCommitMessageLengthTotalByWeek,averageCodingDeliverablesHoursAverageByStudent,meetingHoursAverage,meetingHoursTotal,averageMeetingHoursAverageByWeek,averageMeetingHoursAverageByStudent,averageMeetingHoursTotalByWeek,averageResponsesByStudent,averageHelpHoursTotalByWeek,codingDeliverablesHoursStandardDeviation,teamLeadGender,commitMessageLengthAverage,averageCodingDeliverablesHoursTotalByWeek,meetingHoursStandardDeviation,commitMessageLengthTotal,standardDeviationMeetingHoursTotalByStudent,helpHoursAverage,standardDeviationMeetingHoursTotalByWeek,averageNonCodingDeliverablesHoursAverageByWeek,standardDeviationResponsesByStudent,standardDeviationHelpHoursAverageByWeek,averageHelpHoursAverageByWeek,femaleTeamMembersPercent,standardDeviationMeetingHoursAverageByStudent,averageUniqueCommitMessageCountByStudent,standardDeviationInPersonMeetingHoursTotalByStudent,averageNonCodingDeliverablesHoursTotalByStudent,averageCodingDeliverablesHoursAverageByWeek,uniqueCommitMessagePercent,nonCodingDeliverablesHoursAverage,inPersonMeetingHoursTotal,onTimeIssueCount,averageCommitCountByWeek,standardDeviationNonCodingDeliverablesHoursAverageByWeek,codingDeliverablesHoursAverage,averageInPersonMeetingHoursAverageByStudent,averageResponsesByWeek,standardDeviationUniqueCommitMessageCountByWeek,averageUniqueCommitMessageCountByWeek,averageInPersonMeetingHoursTotalByWeek,averageHelpHoursAverageByStudent,helpHoursStandardDeviation,standardDeviationCommitCountByStudent,uniqueCommitMessageCount,averageCodingDeliverablesHoursTotalByStudent,averageNonCodingDeliverablesHoursTotalByWeek,standardDeviationHelpHoursTotalByWeek,standardDeviationCodingDeliverablesHoursTotalByStudent,standardDeviationHelpHoursTotalByStudent,SE Process grade
0,69.285715,0,8.696337,1.709443,2.871429,16.428572,0.678233,107.244067,17.0,0.85,20,0,0.89075,6.267425,1.253485,197,15.022899,1.3526049999999998,1.161983,39.4,0.372526,1.739267,1213.017106,0.491042,0.290496,5,11.485714,1.049538,0.973396,12.371429,0.103998,0.0,3.285714,2.871429,4694.0,3.464286,3.092857,61.85714399999999,3.092857,3.092857,15.464285999999998,4.0,4.107143,2.426417,0,95.3096,17.321429000000002,0.99373,18776,1.686925,0.8214290000000001,6.763025999999999,0.85,0.0,0.483767,0.8214290000000001,0.2,0.421731,34.0,1.964169,3.4,3.464286,0.8579,0.85,57.428572,0,49.25,0.341889,3.464286,2.871429,5.0,9.861541,42.5,14.357143,0.8214290000000001,0.6245,26.310454,169,13.857143,4.25,2.418835,4.198153,1.490103,1
0,69.57142900000001,0,13.709216,4.12357,1.3357139999999998,12.142857,2.650943,28.575685,40.142858,2.007143,20,0,1.0,2.985296,0.597059,93,12.152675,0.571641,4.306047,23.25,0.119523,2.741843,317.02947400000005,0.247023,1.076512,5,5.342857,3.078199,0.653835,6.271429,0.0,0.0,2.428571,1.3357139999999998,1131.25,3.478571,1.567857,31.357143,1.567857,1.567857,7.839286,4.0,3.035714,5.311309,0,48.6559,17.392857,1.344201,4525,1.441654,0.607143,2.858203,2.007143,0.0,0.301949,0.607143,0.0,0.360414,23.25,0.988092,8.028572,3.478571,1.0,2.007143,26.714286,0,23.25,0.824714,3.478571,1.3357139999999998,5.0,12.152675,23.25,6.678572,0.607143,0.443706,28.26106,93,13.914286,10.035714,1.509747,12.312794,0.478091,1
0,70.85714300000002,0,16.021669,1.905952,3.107143,11.285714,1.901916,36.02395100000001,13.714285999999998,0.75,18,0,0.925525,7.093827,1.261619,304,19.013153,1.416539,2.348078,60.8,0.524588,3.137528,774.233008,1.285635,0.630031,5,11.642857,1.961396,1.916667,12.128572,0.042128,0.5,2.257143,3.234127,3254.5,4.116667,3.3690480000000003,60.642858,3.221429,3.377381,15.160714000000002,3.6,2.821429,4.170739,1,42.8224,17.714285999999994,1.859452,13018,5.142143,0.626984,7.846157000000002,0.782143,0.489898,0.251805,0.617857,0.4,1.23712,55.2,5.123376,2.742857,3.628571,0.898,0.761905,58.214286,0,76.0,0.4873270000000001,3.936508,3.265476,4.5,14.889174,69.75,14.553572,0.657143,1.24226,37.042678,273,14.171429000000002,3.428572,1.188272,6.2892199999999985,1.900376,1
0,84.535715,0,18.025817,3.633874,1.5714290000000002,13.571429,1.355314,70.13428,22.357143,1.117857,20,0,0.954375,4.4451730000000005,0.889035,118,11.757976,0.964061,1.714048,23.6,0.542222,3.605163,750.144319,0.263416,0.428512,5,6.285714,2.311653,0.8619559999999999,7.285714,0.047735,0.0,2.714286,1.5714290000000002,1603.0,4.226786,1.821429,36.428572,1.821429,1.821429,9.107143,4.0,3.392857,4.522513,0,54.339,21.133929,1.0132709999999998,6412,2.081993,0.678571,4.820304,1.117857,0.0,0.262737,0.678571,0.0,0.5204979999999999,22.4,1.053662,4.471429,4.226786,0.9492,1.117857,31.428572,0,29.5,0.726775,4.226786,1.5714290000000002,5.0,12.298374,28.5,7.857142999999999,0.678571,1.386542,16.811901000000002,112,16.907142999999998,5.589286,1.313684,9.24661,2.16889,1
0,104.357144,0,15.565151,3.273853,3.229167,21.714286,1.255543,93.278852,20.428572,0.85119,24,0,0.877775,9.998389,1.666398,111,15.122417,2.200311,2.533338,18.5,0.5573670000000001,2.594192,1844.948238,1.094805,0.6333340000000001,6,12.916667,2.442227,2.075715,17.559524,0.123233,0.0,3.619048,3.229167,2547.0,4.348214,4.389881,105.357144,4.389881,4.389881,26.339286,4.0,5.428571,3.946199,0,91.7838,26.089286,2.344375,10188,4.85126,0.904762,13.201864000000002,0.85119,0.0,0.400184,0.904762,0.1667,1.212815,15.1667,4.379221,3.4047620000000003,4.348214,0.8198,0.85119,77.500001,0,27.75,0.545642,4.348214,3.229167,6.0,12.33643,23.25,19.375,0.904762,0.8975270000000001,21.76197,91,17.392857,5.107143,2.401105,9.768907,2.229467,0
0,44.0,0,8.133453,0.762648,1.360119,11.428572,0.463512,22.360345,8.0,0.433333,16,0,0.990375,2.09104,0.723178,53,10.133484,0.972641,1.089467,10.6,0.933789,2.980489,400.133103,0.311841,0.292053,5,4.057143,0.334573,0.845484,6.028571,0.016671000000000002,0.7071069999999999,2.285714,1.267857,537.0,2.757143,1.883929,30.142857,1.973214,1.961905,7.535714,3.2,2.857143,3.096747,0,40.5283,11.0,1.223149,2148,2.33063,0.714286,3.23308,0.514881,1.16619,0.267708,0.723214,0.0,0.495066,10.4,1.774191,1.6,3.181548,0.9811,0.5,20.285714,0,13.25,0.209837,2.75,1.2,4.0,9.823441,13.0,5.071429,1.02619,0.935414,7.838367,52,8.8,2.0,1.120313,3.497638,0.837879,1
0,129.57143,0,10.067818,1.446649,2.113308,16.785714000000002,1.508326,31.476751,22.214286,0.935516,23,0,0.930775,5.029346,1.104945,164,20.273135,1.003272,4.11204,27.3333,0.8286600000000001,2.471411,1012.77811,0.664985,1.021017,6,7.392857000000001,2.130794,1.30471,7.9404759999999985,0.044688,1.089725,2.797619,1.928571,2310.0,5.553571,2.071429,47.642858,2.232143,2.050595,11.910714,3.8333,4.196429,3.770345,1,56.3415,32.392858000000004,0.930983,9240,2.39629,0.7298140000000001,4.689158,1.031888,0.372678,0.383723,0.7829510000000001,0.3333,0.524122,25.8333,2.887267,3.702381,6.046769,0.9451,0.965839,44.357143,0,41.0,0.379959,5.63354,1.90377,5.75,20.273135,39.0,11.089286,0.7033729999999999,1.146623,7.086764,155,21.595238,5.553571,1.904194,9.147103,3.32646,1
0,54.535715,0,6.931994,3.183721,0.921131,11.457143,0.897951,29.798107,21.607143,0.9002979999999999,24,0,1.0,2.581006,0.4301680000000001,31,2.357023,0.697475,1.93478,7.75,0.311464,1.155332,214.40823,0.6246689999999999,0.483695,6,3.684524,3.091194,0.877415,5.339286,0.0,0.0,1.909524,0.921131,563.3333,2.272321,1.3348209999999998,32.035715,1.3348209999999998,1.3348209999999998,8.008929,4.0,2.864286,4.084064,0,54.5161,13.633929,1.276626,1690,3.56796,0.4773810000000001,4.184853,0.9002979999999999,0.0,0.231961,0.4773810000000001,0.0,0.89199,7.75,2.498675,3.6011910000000005,2.272321,1.0,0.9002979999999999,22.107143,0,10.3333,0.53062,2.272321,0.921131,6.0,2.357023,10.3333,5.526786,0.4773810000000001,0.607291,8.257572,31,9.089286,5.401786,1.391767,12.364775,1.245855,0
1,152.714287,0,40.44318,7.990073,0.971429,32.285714,1.538067,37.354313,29.428572,1.454082,19,1,0.84786667,5.084323,0.362155,128,29.825418,0.5637979999999999,2.354646,18.2857,1.765177,2.755559,1528.450414,0.613057,0.549333,7,2.938776,7.051694,1.227569,4.755102,0.108336,2.624669,4.612245,1.082707,2227.0,7.673469,1.75188,33.285715,1.652381,1.707483,11.095238,2.7143,10.761905,12.766386,0,52.1953,50.904762,1.563078,6681,2.812627,1.699248,7.165994,1.309524,0.699854,0.8957450000000001,1.333333,0.1429,0.667846,14.4286,2.491803,4.204082,6.904762,0.7813,1.548872,20.571429,0,42.6667,0.582317,8.037594,1.020408,6.3333,22.939534,33.6667,6.857142999999999,1.77381,2.253037,15.191297,100,21.816327,9.809524,10.777486,21.791714,4.105542,1
1,59.57143000000001,0,6.6975479999999985,2.661347,1.441733,22.857143,1.496035,17.686743,28.214286,1.27551,22,1,0.86963333,4.091222,0.883943,136,9.030811,1.070935,1.906662,34.0,0.691058,1.152113,254.166612,0.314389,0.550327,7,4.010204,1.903667,1.705151,5.632653,0.011478,1.699673,3.2653060000000003,1.275974,1369.0,2.726191,1.7922080000000002,39.428572,1.993783,1.75,13.142857,3.1429,7.6190479999999985,3.830338,0,30.1985,19.857143,1.934891,4107,2.393939,1.038961,4.765237,1.460913,0.638877,0.501405,1.135053,0.1429,0.554928,29.25,1.301731,4.0306120000000005,2.880159,0.8603,1.282468,28.071429,0,45.3333,0.806995,2.707792,1.276361,7.3333,7.408703999999997,39.3333,9.357143,1.017007,1.024493,37.26929000000001,117,8.510204,9.404762,2.054805,6.1605620000000005,2.12637,0
1,61.428572,0,12.445983,5.354126,3.170295,46.142858,1.2680790000000002,36.73827,25.285715,1.343537,18,1,0.98146667,15.935385,2.636703,55,6.944222,2.7093,2.38033,13.75,3.951637,2.074366,314.539169,4.893864,0.731743,7,7.979592,3.669149,6.531028,8.959184,0.02621,0.816497,6.591837,3.103175,1128.6667,3.717687,3.4841269999999995,62.714286,3.520635,3.887755,20.904762,2.5714,15.380953,5.674559,0,61.5636,20.476191,6.370263,3386,9.761803,2.563492,16.333403,1.418141,0.494872,1.950262,2.581859,0.1429,5.035084,13.25,9.480816,3.612245,3.477098,0.9636,1.404762,55.85714300000001,0,18.3333,0.8882979999999999,3.412698,3.530612,6.0,6.97615,18.0,18.619048,2.911565,5.186938,3.832427,53,8.77551,8.428572,11.752744,7.551517,7.6369630000000015,1
1,39.357144,0,7.403882,4.802564,0.815476,5.0,1.651493,126.758745,12.642857,0.8591270000000001,12,0,1.0,2.877507,0.719377,43,6.236096,0.666614,2.4109130000000003,7.1667,0.591643,1.85097,1089.793966,0.385988,0.831131,6,1.630952,4.599881,1.226869,1.72619,0.0,0.0,0.833333,0.815476,1507.6667,4.339286,0.8630950000000001,10.357143,0.8630950000000001,0.751984,3.452381,2.0,1.666667,6.462902,0,105.186,13.119048,1.180719,4523,1.219468,0.416667,2.666454,1.0535709999999998,0.57735,0.073386,0.416667,0.1667,0.425275,7.1667,1.048498,2.107143,3.2797620000000003,1.0,1.0535709999999998,9.785714,1,14.3333,1.200641,3.2797620000000003,0.720238,4.0,6.236096,14.3333,3.261905,0.519841,0.8498370000000001,4.740488,43,6.5595240000000015,4.214286,0.293544,4.870154,0.711503,1
1,50.285715,0,5.8336739999999985,1.592215,1.805442,8.214286,1.4997120000000002,58.589537,15.285714000000002,0.833333,17,1,0.95303333,4.027682,0.8573129999999999,69,11.224972,1.211341,1.1920879999999998,11.5,0.53522,0.940253,1208.469096,0.968056,0.444708,7,4.265306,1.6737669999999998,2.001729,5.612245,0.037172,0.942809,1.173469,1.756303,1895.3333,3.2891160000000004,2.310924,39.285715,2.357823,2.44898,13.095238,2.4286,2.738095,4.088129,0,82.4058,16.761905,1.606647,5686,1.517083,0.483193,5.906682,0.964626,0.728431,0.343708,0.514966,0.1429,0.722899,11.1667,1.671975,2.183673,2.938776,0.971,0.8991600000000001,29.857143,0,23.0,0.395031,2.957983,1.891157,5.6667,11.671428,22.3333,9.952381,0.477891,0.746387,7.455423,67,7.183674000000001,5.095238,1.601799,3.604916,1.174223,1
1,72.57143,0,14.764055,2.494438,1.702381,21.642857,1.1813360000000002,5.18545,13.142857,0.8888889999999999,15,1,0.75,8.13185,1.624727,3,0.5,0.73879,1.105542,3.0,1.278044,2.898644,5.0,1.5505719999999998,0.461616,6,4.2619050000000005,2.762543,2.862788,3.380952,0.25,0.816497,3.607143,1.704762,37.0,4.484127,1.352381,20.285715,1.355556,1.3214290000000002,6.7619050000000005,2.5,7.214286,3.912374,0,24.6667,24.190477,0.734847,74,1.980632,1.442857,3.749528,0.820635,0.763763,1.2817459999999998,1.409921,0.1667,0.686049,2.0,4.63161,2.190476,4.75873,0.6667,0.8761899999999999,25.571429,0,1.5,0.433243,4.838095,1.496032,5.0,0.0,1.0,8.523810000000001,1.375,2.329998,0.0,2,12.095238,4.380952,6.374641,8.640856,3.782737000000001,1
1,23.714286,1,1.381773,2.653026,1.84127,12.142857,0.695971,51.8887,13.142857,1.6746029999999998,8,1,0.86986667,2.167582,0.5836439999999999,46,11.469767,0.377631,0.740779,15.3333,0.626632,0.48614,704.063602,0.7569279999999999,0.279248,3,5.047619,1.889056,1.363589,4.904762,0.161064,0.471405,4.047619,1.892857,792.3333,2.769841,1.839286,14.714285999999998,1.825397,1.714286,4.904762,2.6667,4.047619,6.179604,1,51.6739,7.904762,1.363589,2377,2.475275,1.517857,1.5223209999999998,1.555556,0.471405,0.374953,1.47619,0.3333,0.7137560000000001,13.0,2.601238,4.380952,3.015873,0.8478,1.642857,15.142857,0,15.3333,0.794285,2.964286,1.7619049999999998,2.6667,11.440668,13.3333,5.047619,1.452381,1.218349,9.809292999999998,39,7.904762,4.380952,1.5223209999999998,6.01849,2.167582,1
1,22.857143,0,2.316264,1.432138,1.389683,7.428571000000002,0.8755950000000001,0.0,10.285714,0.6714289999999999,15,0,0.5,1.7548119999999998,0.290179,2,0.0,0.257601,1.689342,2.0,0.43654,0.213915,0.0,0.626041,0.489435,5,4.171429,0.67362,1.095445,4.971429,0.0,0.816497,1.485714,1.390476,78.0,1.502381,1.657143,24.857143,1.646825,1.611905,8.285714,3.0,2.4761900000000003,1.842703,0,39.0,7.6190479999999985,1.254326,78,2.557741,0.495238,1.941316,0.658333,0.632456,0.217672,0.492857,0.2,0.7678189999999999,1.0,2.01099,2.057143,1.490476,0.5,0.685714,20.857143,1,2.0,0.172672,1.52381,1.37619,5.0,0.0,1.0,6.952381,0.4809520000000001,0.699206,0.0,1,4.571429,3.428571,1.132893,2.1703,1.569089,1
1,31.714286,0,3.696385,1.6663259999999998,0.938095,9.714286,0.910433,84.28029699999998,16.642857,1.109524,15,0,0.81783333,1.840894,0.368179,50,18.624953,0.483234,1.727095,12.5,0.33617800000000003,0.7392770000000001,817.171137,0.5202479999999999,0.5756979999999999,5,2.814286,0.569322,0.8906930000000001,3.442857,0.225542,0.0,1.942857,0.938095,891.0,2.114286,1.147619,17.214285999999998,1.147619,1.147619,5.738095,3.0,3.238095,1.6418150000000002,1,53.46,10.571429,0.946338,2673,1.222577,0.647619,2.416168,1.109524,0.0,0.15879400000000002,0.647619,0.2,0.407526,11.5,1.560743,3.328571,2.114286,0.92,1.109524,14.071429,1,16.6667,0.33326500000000003,2.114286,0.938095,5.0,18.153665,15.3333,4.690476,0.647619,0.573488,16.039015,46,6.342857,5.547619,0.793968,1.7079650000000002,1.008535,0
2,31.0,0,1.3265129999999998,2.2080040000000003,1.211905,10.071429,1.146977,28.443917,18.571429,1.2380950000000002,15,1,0.98233333,2.381905,0.326824,89,12.03698,0.162421,1.153522,29.6667,0.106904,0.12088,478.503918,0.803958,0.384507,5,3.771429,1.154151,2.276449,4.771429,0.012609,0.816497,2.014286,1.257143,1114.0,2.066667,1.590476,23.857143,1.596032,1.590476,7.952381,3.0,3.357143,2.792052,1,37.5506,10.333333,2.124984,3342,2.120069,0.6714289999999999,1.44906,1.2182540000000002,0.0,0.130773,0.690079,0.6,0.7066899999999999,29.0,2.411875,3.714286,2.081746,0.9775,1.2380950000000002,18.857143,1,29.6667,0.28277800000000003,2.066667,1.257143,5.0,11.575837,29.0,6.285714,0.6714289999999999,0.46428,20.885934,87,6.2,6.190476,0.254216,3.462452,0.320713,1
2,59.85714399999999,0,1.699673,2.802655,2.742857,26.285715000000003,1.842703,37.71392700000001,18.928572,1.2619049999999998,15,0,0.9292,3.548977,0.709795,92,4.784233,1.096769,2.753847,18.4,0.438923,0.339935,622.9843940000002,0.555819,0.917949,5,8.228572,2.049368,1.138225,11.028572,0.039856,0.0,5.257143,2.742857,1622.6667,3.990476,3.676191,55.142858,3.676191,3.676191,18.380953,3.0,8.761905,5.1596730000000015,0,52.913,19.952381,1.939072,4868,3.490395,1.7523810000000002,5.483846,1.2619049999999998,0.0,0.414915,1.7523810000000002,0.0,1.163465,17.2,1.667456,3.785714,3.990476,0.9348,1.2619049999999998,41.142858,2,30.6667,0.560531,3.990476,2.742857,5.0,5.436502,28.6667,13.714285999999998,1.7523810000000002,1.146977,17.327435,86,11.971429,6.309524,2.074573,6.148104,1.316768,0
1,27.071429,0,5.085104,2.857936,1.730159,5.285714,1.563472,21.143774,10.571429,1.279762,9,1,0.95833333,2.916837,0.442171,26,3.299832,1.204207,1.0714290000000002,8.6667,0.244193,0.25072300000000003,177.86199399999995,0.358924,0.600542,6,4.035714,0.878107,0.816497,5.375,0.058926,1.632993,1.3214290000000002,1.793651,335.3333,2.96131,2.388889,21.5,2.309524,2.419643,7.166667,2.25,1.7619049999999998,1.535586,0,38.6923,9.02381,1.300522,1006,2.012319,0.587302,4.4363730000000015,1.015873,0.433013,0.097848,0.555556,0.0,0.972313,8.3333,1.489333,2.642857,2.912698,0.9615,1.174603,16.142857,0,8.6667,0.976158,3.007937,1.75,3.0,3.399346,8.3333,5.380952,0.613095,0.41574,1.699673,25,6.767857000000001,3.52381,1.005653,2.5780540000000003,0.421065,0
2,33.357143,0,7.296988000000002,5.690825,3.301587,8.142857000000001,3.543382,40.125884,15.142857,4.190476,6,0,0.70443333,4.411385,1.98419,103,20.072092,1.98419,4.083038,25.75,0.364907,3.375307,1154.013383,3.63951,4.239967,4,7.047619,5.374349,2.687419,7.047619,0.046005,0.816497,2.714286,3.52381,1921.6667,7.686508,3.52381,21.142857,3.301587,4.880952,7.047619,2.0,2.714286,4.337338,1,55.9709,11.119048,2.687419,5765,2.0876490000000003,1.357143,4.411385,2.404762,0.816497,0.287692,1.2619049999999998,0.25,3.63951,17.75,2.0876490000000003,5.047619,5.170635,0.6893,2.52381,21.142857,2,34.3333,2.910416,5.559524,4.880952,2.0,13.366625,24.0,7.047619,1.484127,0.372678,26.98495,71,11.119048,5.047619,1.414214,3.402847,0.728431,0
1,70.285715,0,11.447009,1.6822400000000002,1.347732,8.642857000000001,1.709857,50.622103,14.357143,0.797619,18,0,0.9333,0.951339,0.157212,175,39.5,0.517622,4.131295,29.1667,0.567183,1.7990720000000002,2437.5,0.809828,1.377098,6,4.005952,3.452627,1.202572,5.363095,0.0042,0.816497,1.440476,1.335317,5520.5,3.904762,1.787698,32.178572,1.838662,1.787698,10.726191,3.0,2.880952,6.0113059999999985,1,63.0914,23.428572,1.983001,11041,5.207286,0.480159,2.001771,0.78288,0.0,0.191854,0.4544220000000001,0.5,1.7357619999999998,27.0,2.4294830000000003,2.392857,3.812018,0.9257,0.797619,24.035715,1,87.5,0.238469,3.904762,1.335317,6.0,36.5,81.5,8.011905,0.480159,0.946485,23.77265,162,11.714286,4.785714,1.489571,10.357882,1.701548,1
2,88.714287,0,25.819626,3.024466,1.368197,9.5,1.439099,47.82748,10.857143,0.914286,13,1,0.9809,3.174266,0.17216800000000002,155,3.5,0.158615,2.416609,31.0,0.6482319999999999,2.665491,283.5,0.5977279999999999,1.1153030000000002,5,3.571429,4.260625,1.474638,3.214286,0.0056,2.054805,1.9,1.373626,4935.5,6.504762,1.236264,16.071429000000002,1.2831629999999998,1.247619,5.357143,2.6,3.166667,9.773167,0,63.6839,29.571429,0.85485,9871,1.1693360000000002,0.730769,2.353894,0.707483,0.489898,0.343798,0.607143,0.4,0.423408,30.2,1.829464,2.1714290000000003,5.6292519999999975,0.9742,0.8351649999999999,17.857143,1,77.5,0.293425,6.824176,1.366667,4.3333,3.0,76.0,5.952381,0.692857,1.420476,25.41653,151,17.742857,3.619048,3.064129,13.244452,1.987512,0
0,71.85714399999998,0,12.764925,4.62616,3.521542,31.571429,1.744004,31.270917,27.857143,1.39881,19,0,0.92173333,13.607887,0.855131,141,20.049938,1.108495,3.242731,28.2,1.264348,0.6769189999999999,515.726672,1.143307,0.915758,6,11.690476,1.74425,2.489869,13.238095,0.048931,2.494438,5.2619050000000005,3.691729,1968.0,3.757937,4.1804510000000015,79.428572,3.889645,4.303571,26.476191,3.1667,10.52381,3.3881,0,41.8723,23.952381,2.636837,5904,5.37294,1.6616540000000002,16.516466,1.368859,0.8975270000000001,0.639271,1.444444,0.1667,1.603004,25.0,4.84692,4.642857,3.640968,0.8865,1.466165,70.14285799999999,0,47.0,0.260829,3.781955,3.672619,6.3333,16.977109,42.6667,23.380953,1.825397,1.7550880000000002,13.120976,125,11.976191,9.285714,7.732196000000001,7.753172,3.515192,1
0,12.457143,1,4.228287,0.647785,0.767857,2.185714,1.066034,47.886747,4.221429,0.651587,7,0,0.96583333,0.562429,0.672435,44,9.030811,1.252237,0.442896,8.8,0.2153,0.910008,623.34385,0.189731,0.280982,4,1.214286,1.7936490000000005,0.994885,3.261905,0.025847,1.247219,0.728571,0.520408,1105.3333,1.963492,1.397959,9.785714,1.744048,1.337302,3.261905,2.3333,0.728571,1.92014,0,75.3636,4.152381,1.781423,3316,1.7577169999999998,0.312245,1.899099,0.619643,0.471405,0.483855,0.471429,0.0,0.592082,8.4,0.687597,1.407143,1.520238,0.9545,0.603061,3.642857,0,14.6667,0.093211,1.7795919999999998,0.488095,2.3333,8.602325,14.0,1.214286,0.298413,0.720827,4.955805000000002,42,4.152381,1.407143,0.488368,3.436525,0.520727,0
0,6.428572,1,1.525297,1.178511,0.611111,1.714286,1.294612,48.034611,5.071429,0.607143,7,0,0.79673333,0.906014,0.479486,44,13.123346,0.644838,1.862934,14.6667,0.404061,0.762648,173.770602,0.530738,0.6025739999999999,4,1.333333,0.8908709999999999,1.521948,1.214286,0.205511,0.471405,0.571429,0.571429,377.6667,0.952381,0.520408,3.642857,0.607143,0.607143,1.214286,2.3333,0.571429,2.415934,0,25.75,2.142857,1.824577,1133,1.717259,0.244898,1.289676,0.678571,0.471405,0.404061,0.285714,0.25,0.8586299999999999,8.6667,1.051939,1.690476,1.0714290000000002,0.5909,0.72449,4.0,0,14.6667,0.429562,0.918367,0.587302,2.3333,5.887841000000001,9.0,1.333333,0.285714,1.049781,10.624918,26,2.142857,1.690476,0.808122,1.749636,0.808122,0
0,24.571429,1,4.056293,4.854341000000002,1.412698,9.571429,1.220656,50.47221,21.428572,2.063492,10,0,0.94966667,2.402757,0.530738,45,9.092121,1.047754,3.442432,15.0,0.636729,1.283508,206.275436,0.447692,0.781817,4,4.904762,1.73085,1.135782,8.047619000000001,0.035608999999999995,0.471405,3.190476,1.471429,689.6667,2.642857,2.414286,24.142858,2.321429,2.396825,8.047619000000001,3.3333,3.190476,4.0509260000000005,0,45.9778,8.190476,1.68523,2069,1.592215,0.957143,4.273528,1.992064,0.471405,0.277721,0.924603,0.0,0.136545,14.0,0.935566,7.142857000000001,2.452381,0.9111,2.142857,14.714285999999998,0,15.0,1.069104,2.457143,1.5317459999999998,3.3333,8.286535,14.0,4.904762,1.035714,1.2,9.273618,41,8.190476,7.142857000000001,1.361938,4.917459,1.80827,0
0,78.000001,0,7.208272,3.266681,2.519274,27.428572,2.298982,51.391813,31.857143,1.670635,19,0,0.96826667,5.249339,0.931279,261,4.242641000000001,1.120623,4.084496,43.5,0.981124,1.353784,1226.304566,0.312989,1.3347790000000002,7,7.8809520000000015,1.602094,0.993051,9.095238,0.044878,0.471405,4.571429,2.488722,6143.3333,4.02381,2.87218,54.571429,2.918367,2.894841,18.190476,3.1667,9.142857,4.2784,0,70.613,26.0,1.333564,18430,1.067984,1.443609,6.242637,1.6678,0.372678,0.566002,1.472789,0.1429,0.388469,42.0,1.510545,5.309524,4.180272,0.9655,1.6766919999999998,47.285715,0,87.0,0.491041,4.105263,2.480159,6.3333,6.944222,84.3333,15.761905,1.478175,1.867865,33.584471,252,13.0,10.619048,3.11186,6.002834,2.866651,1
0,15.357143,0,2.891069,0.758175,0.928571,3.142857,1.007748,26.63838,9.0,0.6,15,0,0.75215,2.095509,0.419102,22,2.0,0.505211,1.486264,7.3333,0.174574,0.578214,174.0,0.167684,0.495421,5,2.785714,1.056885,0.7039569999999999,3.1714290000000003,0.13675,0.0,0.628571,0.928571,537.0,1.02381,1.057143,15.857143,1.057143,1.057143,5.285714,3.0,1.047619,1.8245240000000005,1,48.8182,5.119048,0.8,1074,0.481494,0.209524,2.526055,0.6,0.0,0.108379,0.209524,0.2,0.160498,5.3333,0.503052,1.8,1.02381,0.7273,0.6,13.928572,0,11.0,0.151635,1.02381,0.928571,5.0,0.0,8.0,4.642857,0.209524,0.434613,2.054805,16,3.071429,3.0,0.541896,3.170656,0.5237229999999999,1
0,35.428572,0,6.391558,2.5977490000000003,0.992064,9.828572,1.049781,20.146709,15.428572,1.161905,14,0,0.92116667,2.576934,0.316068,74,7.408703999999997,0.25372,1.576874,37.0,0.623708,0.908668,215.509216,0.201243,0.6547229999999999,5,3.014286,2.093636,0.469748,3.1,0.016880000000000003,1.247219,1.965714,1.076531,954.3333,2.495238,1.107143,15.5,1.039683,1.133333,5.166667,2.8,3.276191,3.69448,1,38.6892,11.809524,0.480487,2863,0.253948,0.702041,2.394959,1.015873,0.4,0.378815,0.6039680000000001,0.6,0.201243,34.0,0.11428599999999994,3.085714,2.296032,0.9189,1.102041,15.071429,0,24.6667,0.323747,2.530612,1.104762,4.6667,6.649978999999999,22.6667,5.02381,0.788571,0.606428,6.0,68,7.085714,5.142857,2.478927,6.424824,1.110712,1
