teamMemberCount,femaleTeamMembersPercent,teamLeadGender,teamDistribution,teamMemberResponseCount,meetingHoursTotal,meetingHoursAverage,meetingHoursStandardDeviation,inPersonMeetingHoursTotal,inPersonMeetingHoursAverage,inPersonMeetingHoursStandardDeviation,nonCodingDeliverablesHoursTotal,nonCodingDeliverablesHoursAverage,nonCodingDeliverablesHoursStandardDeviation,codingDeliverablesHoursTotal,codingDeliverablesHoursAverage,codingDeliverablesHoursStandardDeviation,helpHoursTotal,helpHoursAverage,helpHoursStandardDeviation,averageResponsesByWeek,standardDeviationResponsesByWeek,averageMeetingHoursTotalByWeek,standardDeviationMeetingHoursTotalByWeek,averageMeetingHoursAverageByWeek,standardDeviationMeetingHoursAverageByWeek,averageInPersonMeetingHoursTotalByWeek,standardDeviationInPersonMeetingHoursTotalByWeek,averageInPersonMeetingHoursAverageByWeek,standardDeviationInPersonMeetingHoursAverageByWeek,averageNonCodingDeliverablesHoursTotalByWeek,standardDeviationNonCodingDeliverablesHoursTotalByWeek,averageNonCodingDeliverablesHoursAverageByWeek,standardDeviationNonCodingDeliverablesHoursAverageByWeek,averageCodingDeliverablesHoursTotalByWeek,standardDeviationCodingDeliverablesHoursTotalByWeek,averageCodingDeliverablesHoursAverageByWeek,standardDeviationCodingDeliverablesHoursAverageByWeek,averageHelpHoursTotalByWeek,standardDeviationHelpHoursTotalByWeek,averageHelpHoursAverageByWeek,standardDeviationHelpHoursAverageByWeek,averageResponsesByStudent,standardDeviationResponsesByStudent,averageMeetingHoursTotalByStudent,standardDeviationMeetingHoursTotalByStudent,averageMeetingHoursAverageByStudent,standardDeviationMeetingHoursAverageByStudent,averageInPersonMeetingHoursTotalByStudent,standardDeviationInPersonMeetingHoursTotalByStudent,averageInPersonMeetingHoursAverageByStudent,standardDeviationInPersonMeetingHoursAverageByStudent,averageNonCodingDeliverablesHoursTotalByStudent,standardDeviationNonCodingDeliverablesHoursTotalByStudent,averageNonCodingDeliverablesHoursAverageByStudent,standardDeviationNonCodingDeliverablesHoursAverageByStudent,averageCodingDeliverablesHoursTotalByStudent,standardDeviationCodingDeliverablesHoursTotalByStudent,averageCodingDeliverablesHoursAverageByStudent,standardDeviationCodingDeliverablesHoursAverageByStudent,averageHelpHoursTotalByStudent,standardDeviationHelpHoursTotalByStudent,averageHelpHoursAverageByStudent,standardDeviationHelpHoursAverageByStudent,commitCount,uniqueCommitMessageCount,uniqueCommitMessagePercent,commitMessageLengthTotal,commitMessageLengthAverage,commitMessageLengthStandardDeviation,averageCommitCountByWeek,standardDeviationCommitCountByWeek,averageUniqueCommitMessageCountByWeek,standardDeviationUniqueCommitMessageCountByWeek,averageUniqueCommitMessagePercentByWeek,standardDeviationUniqueCommitMessagePercentByWeek,averageCommitMessageLengthTotalByWeek,standardDeviationCommitMessageLengthTotalByWeek,averageCommitCountByStudent,standardDeviationCommitCountByStudent,averageUniqueCommitMessageCountByStudent,issueCount,onTimeIssueCount,lateIssueCount,SE Process grade
7,0.1429,0,0,15,25.571429000000002,1.7047619999999999,0.632456,23.285715,1.552381,0.4,10.0,0.666667,2.4166090000000002,22.714285999999998,1.514286,1.651935,9.357142999999999,0.6238100000000001,0.7673909999999999,5.0,2.160247,8.523810000000001,3.108762,2.153061,1.0956290000000002,7.7619050000000005,3.6071230000000014,1.8061220000000002,0.7431949999999999,3.333333,1.3265129999999998,0.736961,0.21385,7.5714289999999975,2.04374,1.7562360000000001,0.574218,3.119048,0.8254729999999999,0.777211,0.363078,2.5,0.5,4.2619050000000005,1.904911,1.662698,0.493996,3.8809519999999997,1.161797,1.535714,0.228683,1.666667,1.391585,0.730159,0.679812,3.785714,2.029963,1.416667,0.568735,1.559524,0.835456,0.646825,0.3343,160,152,0.95,12669,79.1813,65.088101,40.0,25.739075,38.0,27.395255,0.90475,0.16497799999999999,3167.25,2138.224073,32.0,22.351734,30.4,1,1,0,1
5,0.2,0,0,14,17.0,1.214286,1.069045,14.714285999999998,1.05102,0.971534,10.714286,0.765306,0.901388,16.571429000000002,1.183673,1.2797479999999999,4.642857,0.331633,0.549814,4.6667,0.942809,5.6666669999999995,2.3685389999999997,1.313492,0.6874819999999999,4.904762,2.895771,1.146825,0.786095,3.571429,1.166424,0.833333,0.366929,5.52381,1.7509310000000002,1.2619049999999998,0.541896,1.547619,0.496016,0.363095,0.15725999999999998,2.8,0.7483310000000001,3.4,2.157852,1.1642860000000002,0.645076,2.942857,1.526902,1.0214290000000001,0.433072,2.142857,1.939914,0.659524,0.60822,3.314286,1.070571,1.283333,0.646918,0.9285709999999999,1.15529,0.26547600000000005,0.325146,45,24,0.5333,8179,181.7556,337.850141,15.0,11.575837,8.3333,4.189935,0.7172,0.22421300000000002,2726.3333,1059.570458,11.25,6.417749,6.25,2,2,0,1
5,0.2,1,0,11,10.5,0.9545450000000001,0.9068149999999999,12.785715,1.1623379999999999,0.940371,14.142857000000001,1.285714,1.164204,11.428572,1.038961,2.012359,5.285714,0.480519,0.668043,3.6667,1.885618,3.5,1.39362,1.233333,0.571468,4.2619050000000005,2.804475,1.385714,0.633208,4.714286,2.32993,2.0095240000000003,1.479167,3.8095239999999997,1.3265129999999998,1.295238,0.503232,1.7619049999999998,0.793968,0.6190479999999999,0.293544,2.2,0.4,2.1,0.884792,0.926191,0.23909299999999997,2.557143,1.10509,1.154762,0.472606,2.8285709999999997,2.342857,1.166667,0.691707,2.285714,1.132092,1.019048,0.4526060000000001,1.057143,0.582745,0.471429,0.245781,63,57,0.9048,2592,41.1429,51.300810999999996,15.75,16.299923,15.0,15.508061999999999,0.96915,0.032669,648.0,789.877206,15.75,19.979677,14.5,2,2,0,0
5,0.6,1,0,13,13.714285999999998,1.054945,0.877058,13.857142999999999,1.065934,0.9970370000000001,13.142857000000001,1.010989,1.206491,15.428572,1.186813,1.367415,6.071429,0.467033,0.36891,3.25,1.9202860000000002,3.428572,2.0995630000000003,1.02381,0.757053,3.464286,2.295459,1.044643,0.797547,3.285714,2.287945,0.9315479999999999,0.660493,3.857143,1.8598880000000002,1.4255950000000002,0.911487,1.517857,0.408378,0.6309520000000001,0.280078,2.6,0.8,2.742857,1.027777,1.042857,0.209956,2.771429,1.055984,1.0857139999999998,0.40758099999999997,2.628571,0.642698,1.0857139999999998,0.29761,3.085714,2.092942,1.1,0.565325,1.214286,0.960442,0.414286,0.21019899999999997,81,70,0.8642,3265,40.3086,28.264466,20.25,10.108783,17.5,6.576473,0.914775,0.102115,816.25,248.69898999999998,16.2,10.4,14.0,2,2,0,1
5,0.2,1,0,10,7.857142999999999,0.785714,0.640312,6.5714289999999975,0.657143,0.663325,3.928572,0.392857,0.95,4.642857,0.464286,2.0952330000000003,2.5,0.25,0.632456,5.0,0.0,3.928572,1.0714290000000002,0.785714,0.214286,3.285714,1.0,0.657143,0.2,1.964286,0.535714,0.392857,0.107143,2.321429,1.25,0.464286,0.25,1.25,0.535714,0.25,0.107143,2.0,0.0,1.5714290000000002,0.486554,0.785714,0.243277,1.314286,0.647759,0.657143,0.32388,0.785714,0.503052,0.392857,0.251526,0.9285709999999999,0.842736,0.464286,0.421368,0.5,0.635674,0.25,0.317837,165,153,0.9273,10510,63.696999999999996,46.516263,41.25,30.119553000000003,38.5,30.3521,0.870375,0.147964,2627.5,2416.834965,33.0,25.713810000000002,30.6,1,1,0,1
5,0.0,0,0,13,36.285715,2.791209,2.176393,33.285715,2.5604400000000003,1.227158,20.071429000000002,1.5439559999999999,1.9361099999999998,29.642858,2.28022,2.685706,13.5,1.038462,1.6345020000000001,4.3333,0.471405,12.095238,3.5405010000000003,2.9,1.050235,11.095238,3.691014,2.6714290000000003,1.061109,6.690475999999999,2.798404,1.608333,0.767319,9.880953,3.0328880000000003,2.322619,0.833097,4.5,1.6423400000000001,1.0630950000000001,0.44784399999999996,2.6,0.48989799999999994,7.257142999999999,3.119589,2.769048,0.9039969999999999,6.657143,1.8688639999999999,2.569048,0.513778,4.014286,2.577137,1.440476,0.784704,5.928572,1.6561569999999999,2.288095,0.6488430000000001,2.7,1.235859,1.114286,0.679703,129,116,0.8992,5484,42.5116,38.393943,32.25,6.869316,29.25,7.1545440000000005,0.905375,0.093599,1371.0,451.962941,25.8,23.155129000000002,23.2,2,2,0,0
6,0.0,0,0,10,15.571429,1.557143,0.813941,15.428572,1.542857,0.9,6.071429,0.607143,1.2658989999999999,14.285715,1.4285709999999998,1.813836,5.0,0.5,0.538516,3.3333,1.699673,5.190476,2.898119,1.9928569999999999,0.984281,5.142857,2.930023,1.9833330000000002,0.9972129999999999,2.0238099999999997,1.9416080000000002,0.48214300000000004,0.49379700000000004,4.7619050000000005,0.883202,2.090476,1.351257,1.666667,0.8438120000000001,0.647619,0.318443,2.5,0.5,3.892857,1.310768,1.547619,0.323407,3.857143,1.3248030000000002,1.535714,0.338606,1.517857,0.117097,0.636905,0.157373,3.571429,1.474269,1.410714,0.506022,1.25,0.665283,0.470238,0.198045,71,63,0.8873,3288,46.3099,34.561882000000004,17.75,5.261891,15.75,4.2056510000000005,0.903075,0.099149,822.0,390.16535,14.2,6.7349830000000015,12.6,2,2,0,0
4,0.25,1,0,7,20.285715,2.897959,4.140393,11.714286,1.6734689999999999,0.8806309999999999,6.5714289999999975,0.938776,1.761261,20.571429000000002,2.938776,3.416646,5.285714,0.755102,0.49487200000000003,3.5,0.5,10.142857000000001,7.0,2.666667,1.619048,5.857143,2.714286,1.595238,0.547619,3.285714,2.428571,0.857143,0.571429,10.285715,5.428572,2.7738099999999997,1.154762,2.642857,0.9285709999999999,0.732143,0.16071400000000002,1.75,0.829156,5.071429,3.3220050000000003,3.982143,3.89871,2.928572,0.9394959999999999,1.839286,0.61523,1.642857,1.685775,0.9702379999999999,0.899322,5.142857,1.600383,4.065476,2.481415,1.3214290000000002,0.758456,0.732143,0.077837,104,71,0.6827,5968,57.3846,70.71765500000002,26.0,20.92845,17.75,14.006695,0.711,0.137445,1492.0,1271.226376,20.8,21.793577,14.2,3,3,0,0
5,0.6,1,0,10,7.857142999999999,0.785714,0.471699,7.142857000000001,0.714286,0.65,4.428572,0.44285699999999995,1.135782,14.357142999999999,1.435714,3.85965,4.785714,0.478571,0.47212299999999996,5.0,0.0,3.928572,1.785714,0.785714,0.357143,3.571429,1.4285709999999998,0.714286,0.28571399999999997,2.214286,0.07142899999999999,0.44285699999999995,0.014286000000000004,7.178572,1.464286,1.435714,0.29285700000000003,2.392857,1.25,0.478571,0.25,2.0,0.632456,1.5714290000000002,0.49487200000000003,0.8523809999999999,0.33617800000000003,1.4285709999999998,0.404061,0.828571,0.38756199999999996,0.8857139999999999,0.537568,0.48571400000000003,0.29761,2.871429,2.6389549999999997,1.345238,1.189047,0.9571430000000001,0.40305,0.583333,0.446325,153,132,0.8627,5345,34.9346,21.616283,38.25,2.487469,33.75,2.2776080000000003,0.8868,0.086909,1336.25,217.656122,38.25,35.294298,33.5,1,1,0,1
6,0.5,1,0,36,122.57142900000001,3.4047620000000003,1.737832,99.85714300000001,2.7738099999999997,1.358842,36.771429,1.0214290000000001,1.448871,168.271429,4.674206,4.84809,27.08571400000001,0.7523810000000001,1.004926,6.0,0.0,20.428570999999998,6.318098,3.4047620000000003,1.053016,16.642857,5.197952,2.7738099999999997,0.866325,6.128571,2.4566310000000002,1.0214290000000001,0.409438,28.045238,18.039922,4.674206,3.006654,4.514286,1.870465,0.7523810000000001,0.311744,6.0,0.0,20.428570999999998,7.443552,3.4047620000000003,1.240592,16.642857,2.145237,2.7738099999999997,0.357539,6.128571,4.801608,1.0214290000000001,0.800268,28.045238,11.975288,4.674206,1.9958810000000002,4.514286,4.548118,0.7523810000000001,0.75802,253,202,0.7984,15139,59.8379,53.629690000000004,50.6,44.884741,40.4,37.579782,0.8712799999999999,0.181232,3027.8,2245.5895800000008,42.1667,45.212154,33.6667,4,4,0,1
5,0.4,0,0,22,38.642857,1.7564939999999998,1.23336,35.785714,1.626623,1.311307,9.928571,0.451299,0.801922,85.5,3.886364,6.91167,13.142857000000001,0.597403,1.3158290000000001,3.6667,0.942809,6.440476,2.752679,1.7563490000000002,0.696329,5.964286,2.737603,1.609921,0.746052,1.6547619999999998,0.463675,0.505159,0.251058,14.25,14.781041,3.719444,3.744878,2.190476,2.52897,0.6091270000000001,0.626205,5.5,0.5,9.660714,3.413424,1.783929,0.725299,8.946429,2.261803,1.641071,0.47146899999999997,2.482143,1.209418,0.460714,0.23800900000000005,21.375,23.020032,4.1041669999999995,4.688911,3.285714,3.910021,0.632738,0.793662,75,69,0.92,7197,95.96,84.480915,15.0,13.401492000000001,13.8,12.496399,0.85834,0.186041,1439.4,1341.840616,15.0,14.85934,13.8,4,3,1,0
5,0.0,0,0,29,111.28571399999998,3.8374379999999997,3.108043,94.57142900000001,3.261084,2.061481,51.214286,1.7660099999999999,2.094668,124.21428600000002,4.283251,4.8758669999999995,60.571429,2.08867,1.7095939999999998,4.8333,1.067187,18.547619,8.822288,3.6313489999999997,1.336017,15.761904999999999,8.158992999999999,3.0710319999999998,1.3696700000000002,8.535714,4.9044870000000005,1.726984,0.7429939999999999,20.702381,16.746429,3.9519839999999995,3.130921,10.095238,5.018786,1.996032,0.8506610000000001,5.8,0.7483310000000001,22.257143,7.9807929999999985,4.071155999999998,1.908782,18.914285999999997,4.666511,3.405442,1.214708,10.242857,6.900695,1.793061,1.315289,24.842857000000002,13.503016,4.585442,2.9385790000000003,12.114286,6.5586210000000005,2.183537,1.2770059999999999,612,530,0.866,21925,35.8252,20.621008,76.5,78.160092,66.375,69.517871,0.8443125,0.219428,2740.625,2808.40012,122.4,90.780174,106.0,3,3,0,1
5,0.2,0,0,29,94.285714,3.251232,1.099129,91.42857099999999,3.152709,1.220125,59.428571,2.049261,1.91682,207.5,7.155172,5.0084349999999995,56.571429,1.950739,1.337291,4.8333,0.372678,15.714285999999998,5.203348,3.234524,0.9757819999999999,15.238095000000001,5.760921,3.122619,1.080977,9.904762,4.649385,2.030952,0.89391,34.583333,18.561647,7.191667,3.739699,9.428571,3.4453949999999995,1.969048,0.727049,5.8,0.4,18.857143,1.334013,3.2809519999999996,0.459567,18.285714000000002,1.6830490000000002,3.185714,0.516486,11.885714,6.2082239999999995,2.0133330000000003,0.9994709999999999,41.5,10.095261,7.18619,1.7393290000000001,11.314286,3.9511300000000014,1.959048,0.6689390000000001,143,123,0.8601,8772,61.3427,64.98790699999999,23.8333,14.746939000000001,20.8333,12.171232,0.9204,0.098813,1462.0,834.380209,28.6,13.09351,24.6,3,2,1,0
7,0.0,0,0,5,11.0,2.2,0.4,11.0,2.2,0.4,4.0,0.8,0.7483310000000001,35.0,7.0,6.63325,8.5,1.7,1.777639,5.0,0.0,11.0,0.0,2.2,0.0,11.0,0.0,2.2,0.0,4.0,0.0,0.8,0.0,35.0,0.0,7.0,0.0,8.5,0.0,1.7,0.0,1.0,0.0,2.2,0.4,2.2,0.4,2.2,0.4,2.2,0.4,0.8,0.7483310000000001,0.8,0.7483310000000001,7.0,6.63325,7.0,6.63325,1.7,1.777639,1.7,1.777639,74,37,0.5,2253,30.4459,47.426513,37.0,29.0,19.0,11.0,0.72725,0.27275,1126.5,548.5,10.5714,16.774616,5.7143,0,0,0,0
7,0.2857,0,0,7,17.5,2.5,0.8864049999999999,8.0,1.142857,0.638877,10.5,1.5,1.4392459999999998,31.5,4.5,6.519202,4.5,0.642857,0.44031499999999996,7.0,0.0,17.5,0.0,2.5,0.0,8.0,0.0,1.142857,0.0,10.5,0.0,1.5,0.0,31.5,0.0,4.5,0.0,4.5,0.0,0.642857,0.0,1.0,0.0,2.5,0.8864049999999999,2.5,0.8864049999999999,1.142857,0.638877,1.142857,0.638877,1.5,1.4392459999999998,1.5,1.4392459999999998,4.5,6.519202,4.5,6.519202,0.642857,0.44031499999999996,0.642857,0.44031499999999996,52,44,0.8462,1574,30.2692,33.538219,17.3333,4.109609,14.6667,3.299832,0.85013333,0.0711,524.6667,114.84579,10.4,8.662563,8.8,0,0,0,1
6,0.0,0,0,6,12.5,2.083333,0.186339,11.0,1.833333,0.372678,15.5,2.583333,2.5399580000000004,31.0,5.1666669999999995,2.114763,4.0,0.666667,0.799305,6.0,0.0,12.5,0.0,2.083333,0.0,11.0,0.0,1.833333,0.0,15.5,0.0,2.583333,0.0,31.0,0.0,5.1666669999999995,0.0,4.0,0.0,0.666667,0.0,1.0,0.0,2.083333,0.186339,2.083333,0.186339,1.833333,0.372678,1.833333,0.372678,2.583333,2.5399580000000004,2.583333,2.5399580000000004,5.1666669999999995,2.114763,5.1666669999999995,2.114763,0.666667,0.799305,0.666667,0.799305,81,66,0.8148,4078,50.3457,57.985983999999995,27.0,15.641824,22.0,10.984838,0.84693333,0.108953,1359.3333,790.826712,16.2,8.681014,13.4,0,0,0,1
6,0.0,0,0,6,16.0,2.666667,0.372678,6.5,1.083333,0.606676,5.5,0.916667,0.4487640000000001,11.5,1.916667,1.5920809999999999,3.0,0.5,0.5,6.0,0.0,16.0,0.0,2.666667,0.0,6.5,0.0,1.083333,0.0,5.5,0.0,0.916667,0.0,11.5,0.0,1.916667,0.0,3.0,0.0,0.5,0.0,1.0,0.0,2.666667,0.372678,2.666667,0.372678,1.083333,0.606676,1.083333,0.606676,0.916667,0.4487640000000001,0.916667,0.4487640000000001,1.916667,1.5920809999999999,1.916667,1.5920809999999999,0.5,0.5,0.5,0.5,150,143,0.9533,9118,60.7867,46.465986,50.0,9.273617999999999,47.6667,7.586538000000001,0.95883333,0.029705000000000002,3039.3333,597.1098910000002,25.0,25.48856,24.1667,0,0,0,1
6,0.0,0,0,5,18.0,3.6,1.356466,23.0,4.6,1.624808,8.0,1.6,0.48989799999999994,35.0,7.0,3.8470769999999996,10.0,2.0,1.8973669999999998,5.0,0.0,18.0,0.0,3.6,0.0,23.0,0.0,4.6,0.0,8.0,0.0,1.6,0.0,35.0,0.0,7.0,0.0,10.0,0.0,2.0,0.0,1.0,0.0,3.6,1.356466,3.6,1.356466,4.6,1.624808,4.6,1.624808,1.6,0.48989799999999994,1.6,0.48989799999999994,7.0,3.8470769999999996,7.0,3.8470769999999996,2.0,1.8973669999999998,2.0,1.8973669999999998,41,40,0.9756,858,20.9268,9.433697,20.5,13.5,20.0,13.0,0.9853,0.0147,429.0,262.0,8.2,11.478676,8.0,0,0,0,0
6,0.1667,0,0,5,20.0,4.0,3.098387,8.0,1.6,0.8,8.0,1.6,1.356466,11.0,2.2,2.9933259999999997,4.0,0.8,0.7483310000000001,2.5,1.5,10.0,7.0,3.625,0.625,4.0,2.0,1.75,0.25,4.0,4.0,1.0,1.0,5.5,3.5,2.125,0.125,2.0,0.0,1.25,0.75,1.0,0.0,4.0,3.098387,4.0,3.098387,1.6,0.8,1.6,0.8,1.6,1.356466,1.6,1.356466,2.2,2.9933259999999997,2.2,2.9933259999999997,0.8,0.7483310000000001,0.8,0.7483310000000001,130,118,0.9077,7380,56.7692,40.303948999999996,43.3333,16.75974,39.3333,17.461068,0.90216667,0.117584,2460.0,1326.338067,26.0,20.542639,23.8,0,0,0,1
3,0.0,0,1,3,8.0,2.666667,0.471405,7.0,2.333333,0.942809,3.0,1.0,0.0,10.0,3.333333,2.054805,0.25,0.083333,0.117851,3.0,0.0,8.0,0.0,2.666667,0.0,7.0,0.0,2.333333,0.0,3.0,0.0,1.0,0.0,10.0,0.0,3.333333,0.0,0.25,0.0,0.083333,0.0,1.0,0.0,2.666667,0.471405,2.666667,0.471405,2.333333,0.942809,2.333333,0.942809,1.0,0.0,1.0,0.0,3.333333,2.054805,3.333333,2.054805,0.083333,0.117851,0.083333,0.117851,54,46,0.8519,3511,65.0185,58.191093,18.0,15.577762,15.6667,12.283684,0.94166667,0.082496,1170.3333,383.798848,10.8,6.1449169999999995,9.2,0,0,0,0
7,0.1429,0,0,26,93.714286,3.604396,2.182841,86.0,3.307692,2.522092,30.428571999999996,1.1703299999999999,1.480769,121.285715,4.664835,5.977893,16.714285999999998,0.642857,0.63926,6.5,0.866025,23.428572,14.623505999999999,3.453061,1.9781,21.5,15.114022,3.153061,2.0769509999999998,7.607142999999999,4.513444,1.147959,0.6073569999999999,30.321429,20.128763,4.445918,2.753005,4.178571,2.909125,0.617347,0.397403,3.7143,0.699854,13.387754999999999,3.5338550000000004,3.704082,0.9699780000000001,12.285714,3.0285330000000004,3.428571,0.964569,4.346939,3.6082650000000003,1.229592,0.9546680000000001,17.326531,14.484075,4.510204,3.493211,2.387755,1.2470709999999998,0.668367,0.337584,278,161,0.5791,16140,58.0576,55.82253100000001,69.5,46.954765,41.5,20.205197000000002,0.661875,0.2137300000000001,4035.0,2124.7220989999996,39.7143,16.533207,23.4286,0,0,0,1
5,0.4,0,0,21,16.607143,0.790816,0.70127,15.035715,0.715986,0.658754,27.000001,1.285714,1.613436,37.571428999999995,1.789116,4.703933,9.285715,0.44217700000000004,0.645058,7.0,3.2659860000000003,5.535714,2.4224360000000003,0.90605,0.384231,5.0119050000000005,2.774142,0.767728,0.277384,9.0,6.770283,1.218099,0.4386060000000001,12.523810000000001,1.132893,2.264894,1.042398,3.095238,1.351911,0.48258100000000004,0.140268,4.2,1.16619,3.321429,0.8397040000000001,0.825119,0.19736900000000002,3.007143,1.020304,0.720357,0.131104,5.4,1.7528990000000002,1.292381,0.336577,7.514286,5.491812,1.869048,1.122235,1.857143,0.893286,0.483095,0.215705,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0
6,0.1667,0,0,23,22.714285999999998,0.9875780000000001,1.747534,15.357142999999999,0.667702,1.009408,26.428571999999996,1.149068,2.231784,20.571429000000002,0.89441,3.030602,13.178572,0.5729810000000001,1.415633,7.6667,4.784233,7.5714289999999975,5.077964,1.1297620000000002,0.31569400000000003,5.119048,3.582997,0.906349,0.457826,8.809524,5.137012,2.291667,1.9429759999999998,6.857142999999999,2.021147,1.840079,1.528541,4.392857,2.030591,1.0005950000000001,0.709658,3.8333,0.687184,3.785714,1.863998,0.991468,0.447612,2.559524,1.186959,0.6501979999999999,0.266669,4.404762,3.852437,1.1117059999999999,0.951081,3.428572,2.456769,0.936508,0.676154,2.196429,2.13249,0.569444,0.519891,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1
6,0.1667,1,0,23,28.285715000000003,1.229814,1.059657,22.714285999999998,0.9875780000000001,0.966353,29.000001,1.2608700000000002,0.942586,17.857143,0.7763979999999999,2.1791240000000003,11.5,0.5,0.7862239999999999,7.6667,4.189935,9.428572,8.00595,1.244709,0.529097,7.5714289999999975,7.2815119999999975,0.935185,0.48010200000000003,9.666667,7.4087039999999975,1.277778,0.437445,5.952381,3.8762019999999997,0.9444440000000001,0.456884,3.833333,2.592725,0.615741,0.317594,3.8333,1.462494,4.714286,2.475733,1.355556,0.574901,3.785714,1.9944650000000002,1.131746,0.56823,4.8333330000000005,2.289308,1.26627,0.28833600000000004,2.976191,2.513118,1.37381,1.989743,1.916667,1.963275,0.427778,0.40686100000000003,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,1
6,0.1667,0,0,26,37.785715,1.4532969999999998,1.823681,32.357144,1.244506,1.161672,32.142858000000004,1.236264,1.7545380000000002,60.285716,2.318681,3.943574,15.642857999999999,0.601648,0.759798,8.6667,5.792716,12.595238,10.685728999999998,1.2619049999999998,0.37038899999999997,10.785715,10.38068,0.950794,0.511845,10.714286,11.353923,0.777778,0.733945,20.095239000000007,16.25868,2.149206,0.4518430000000001,5.214286,5.30915,0.38254,0.343613,4.3333,0.942809,6.297619,1.49171,1.4928569999999999,0.320262,5.392857,2.482507,1.203968,0.43631800000000004,5.357143,4.331305,1.169841,0.8568680000000001,10.047619000000001,6.131033,2.247619,1.097816,2.607143,1.310443,0.6055560000000001,0.338692,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1
6,0.1667,0,0,24,32.964286,1.373512,0.7716069999999999,34.035715,1.4181549999999998,0.751084,24.357143,1.014881,1.084735,17.071429000000002,0.71131,1.483708,5.428572,0.22619,0.62361,8.0,3.5590260000000002,10.988095,5.241152,1.587518,0.646249,11.345238,5.7457720000000005,1.6199860000000001,0.6521020000000001,8.119048,4.665816,1.0786440000000002,0.358656,5.690476,1.7026720000000002,1.092929,0.8849600000000001,1.8095240000000001,0.942809,0.32785,0.25345500000000004,4.0,0.57735,5.494048,2.279793,1.332837,0.369257,5.672619,2.119357,1.392361,0.342458,4.059524,2.1901200000000003,0.964484,0.42951300000000003,2.845238,3.4925620000000004,0.675397,0.8455860000000001,0.9047620000000001,1.403753,0.219048,0.313708,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5,2,0
5,0.2,0,0,21,36.000001,1.714286,1.2140520000000001,21.857143,1.040816,0.690066,31.714285999999998,1.510204,1.7548119999999998,48.428573,2.306123,5.0485169999999995,11.0,0.52381,0.816497,7.0,3.5590260000000002,12.0,5.656854,2.340741,1.30908,7.285714,4.12558,1.17619,0.40847,10.571429,5.152108,2.0566139999999997,1.1500700000000001,16.142858,9.744352000000001,2.250794,0.6132989999999999,3.666667,2.57231,0.526455,0.208206,4.2,0.4,7.2,1.637818,1.7228569999999999,0.414271,4.371429,0.831031,1.0414290000000002,0.184136,6.342857,3.26965,1.548571,0.849999,9.685715,10.972471,2.121429,2.199443,2.2,1.444483,0.537143,0.37006300000000003,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
3,0.0,0,1,18,30.714285999999998,1.7063490000000001,0.833333,30.142857,1.6746029999999998,0.687184,31.714285999999998,1.7619049999999998,0.737028,108.0,6.0,8.702206,13.857142999999999,0.769841,0.687184,3.0,0.0,5.119048,1.945546,1.7063490000000001,0.648515,5.02381,1.964682,1.6746029999999998,0.654894,5.285714,2.0537009999999998,1.7619049999999998,0.684567,18.0,12.583057,6.0,4.194351999999999,2.309524,1.135143,0.769841,0.37838099999999997,6.0,0.0,10.238095,1.89641,1.7063490000000001,0.31606799999999996,10.047619000000001,1.406174,1.6746029999999998,0.234362,10.571429,2.358946,1.7619049999999998,0.393158,36.0,32.831253000000004,6.0,5.471875,4.619048,2.756152,0.769841,0.459359,348,258,0.7414,17057,49.0144,37.968488,69.6,22.32129,53.4,14.164745000000002,0.78864,0.101838,3411.4,991.995685,87.0,124.167226,64.5,4,4,0,0
3,0.0,0,1,13,33.428571000000005,2.571429,1.4955559999999999,21.428570999999998,1.648352,1.263975,12.957142999999999,0.9967030000000001,0.8865200000000001,36.285714,2.791209,1.9399259999999998,9.1,0.7,0.5643239999999999,2.1667,0.687184,5.571429,2.855952,2.349206,0.924356,3.571429,1.9430669999999999,1.4880950000000002,0.523945,2.159524,1.201626,0.967857,0.33334400000000003,6.047619,3.768529,2.603175,1.35705,1.516667,1.204736,0.591667,0.41373999999999994,4.3333,1.699673,11.142857000000001,3.5913730000000004,3.146032,1.536265,7.142857000000001,3.908825,2.101587,1.281123,4.319048,4.0289150000000005,0.953175,0.746699,12.095238,4.199665,3.4269839999999996,1.9172220000000002,3.0333330000000003,1.391242,0.7944439999999999,0.326693,107,85,0.7944,4305,40.2336,46.010275,17.8333,13.334375,14.3333,10.826921,0.87203333,0.144055,717.5,675.8734469999997,21.4,10.613199,17.2,5,2,3,1
